'$Culture', '$Criticality', '$Criticality Modifier', '$Initial Known', '$Inter-Dependency', '$Dynamism', '$Size', '$Plan', '$Team Size', '<Cost', '?Score', '>Completion', '<Idle'
0.2442774003044507, 1.1371690658486069, 4, 0.44554621156085417, 9, 20, 1, 0, 26, 602.3963617493741, 0.8059618577964119, 0.9666666666666667, 0.0
0.7607841197935215, 0.8619835560340544, 7, 0.4000285628874082, 53, 18, 1, 3, 24, 635.0994101633494, 0.65320746739259, 0.7027027027027027, 0.0
0.8267731871522589, 1.0141427522652462, 4, 0.6234495441920381, 59, 5, 1, 3, 26, 424.54796878095067, 0.7822859861368149, 1.0, 0.171875
0.22391468596222852, 1.1855173850437641, 8, 0.40833431356147454, 78, 10, 2, 5, 38, 1930.2234080930818, 0.8768982773108576, 0.8983050847457628, 0.29801324503311255
0.8013865710078043, 1.1746524688271398, 10, 0.649869850307115, 87, 47, 2, 2, 7, 1552.0179359212161, 0.4818635861556272, 0.796875, 0.19685039370078738
0.8332900359326069, 0.9364435276752493, 4, 0.48444864956419725, 19, 47, 3, 3, 3, 462.47178332856424, 0.40514642533418543, 0.623342175066313, 0.05241935483870963
0.7778425558011808, 0.8434141870953386, 8, 0.5743335944206229, 58, 34, 2, 3, 5, 658.1209903096169, 0.42838361065192987, 0.8769230769230769, 0.35593220338983056
0.3101770904647494, 0.981167241259809, 5, 0.4531059023943447, 27, 2, 2, 1, 23, 623.0555588761102, 0.96306458948009, 0.7808219178082192, 0.0
0.8102995995065415, 0.8678353226477163, 5, 0.40615699698023305, 97, 6, 3, 2, 38, 770.8892090751746, 0.7460865421895915, 0.9340909090909091, 0.1941176470588235
0.2209166685481752, 1.1476619629868487, 3, 0.5464179904269484, 4, 33, 4, 3, 29, 687.2090953518427, 0.7474434955765492, 0.7349304482225657, 0.0010504201680672232
0.11150172773187023, 1.1798979011847552, 6, 0.6400628863632587, 35, 24, 1, 2, 40, 896.6427233103774, 0.8693543340563749, 0.7777777777777778, 0.0
0.1085882979415958, 0.8848628984997159, 9, 0.43308657745138746, 35, 34, 3, 2, 42, 1600.0908979942867, 0.7244706969508792, 0.9312977099236641, 0.37966101694915255
0.25354490597265117, 1.1439013039861177, 5, 0.5706479180149574, 38, 42, 3, 3, 37, 1229.9000391041855, 0.5947292718427765, 0.8967136150234741, 0.22357723577235777
0.46026315726907474, 1.134545794411727, 2, 0.5387777589018338, 71, 48, 3, 3, 24, 423.1086403847108, 0.476769061386166, 0.9437340153452686, 0.382943143812709
0.5740063161395198, 0.8589548006886413, 8, 0.4397000791313684, 76, 12, 4, 3, 39, 1445.7183503065958, 0.6791386404526308, 0.8893871449925261, 0.13138686131386856
0.32341374689806984, 0.8963040393602879, 10, 0.6000042911608705, 96, 27, 4, 2, 20, 1529.7737598205786, 0.6971877993618052, 0.6881810561609388, 0.00364077669902918
0.3062294387421967, 1.0657818913416668, 6, 0.5958770131726641, 16, 19, 3, 2, 34, 1208.1161008237996, 0.6356941950836051, 0.9832285115303984, 0.4315151515151515
0.875375617821554, 1.0894241091580747, 6, 0.528986326632527, 26, 33, 0, 0, 43, 510.24691391768886, 0.5322831860664999, 0.3055555555555556, 0.0
0.6230167641788472, 0.9644487663505741, 4, 0.41597399230334314, 99, 29, 2, 4, 12, 428.19365196858973, 0.4669491448508545, 0.9310344827586207, 0.22413793103448276
0.10615457930572109, 0.9315671794979155, 7, 0.6106502731989281, 71, 6, 1, 4, 42, 576.7217078139555, 0.9108012377859356, 0.9142857142857143, 0.3191489361702128
0.20605597106871576, 1.1171887297849363, 2, 0.4779199173541835, 40, 44, 3, 2, 28, 335.31392507549475, 0.6639365410780103, 0.7868217054263565, 0.053613053613053574
0.5384843590785765, 1.0281677858238447, 5, 0.5670247354076859, 46, 32, 3, 4, 21, 972.1456050045368, 0.5490488201758612, 0.6628571428571428, 0.0042918454935622075
0.6546312255997552, 0.9001408384749744, 3, 0.6744633275540162, 7, 39, 3, 0, 35, 480.1136206612901, 0.5175832057055124, 0.5679012345679012, 0.0043290043290042934
0.23105600354833183, 1.1130219305449518, 8, 0.6769633454975117, 80, 4, 2, 0, 10, 1071.7737803112857, 0.9590186354595418, 0.7530864197530864, 0.0
0.372850174021254, 0.9746468120829874, 6, 0.6760927306123237, 65, 44, 1, 3, 31, 613.5996836081749, 0.5058065175837687, 0.6153846153846154, 0.0
0.11145320312111809, 1.024343785129989, 7, 0.5124359445405646, 43, 9, 0, 0, 42, 602.7140077551799, 0.866275838892491, 0.8421052631578947, 0.11111111111111116
0.3505946327148336, 1.1799790957961112, 3, 0.5331785356263385, 44, 46, 3, 2, 10, 561.5009511254408, 0.5458427395845151, 0.6088992974238876, 0.02621722846441943
0.21340265367684108, 1.1559438746496438, 4, 0.44282973428129696, 77, 42, 3, 4, 34, 1016.2800374962666, 0.5707424978855115, 0.9373601789709173, 0.3119868637110016
0.2693255776541885, 1.144271507029172, 5, 0.6666168304286475, 55, 47, 1, 2, 25, 421.1057876504869, 0.5581958375485824, 0.4, 0.0
0.789471579713421, 1.0894444059912813, 2, 0.49247017562070483, 72, 11, 1, 4, 26, 201.78573764648334, 0.7163043325519349, 0.8363636363636363, 0.0
0.6628359986193529, 0.8958456449990998, 5, 0.6327771689874906, 42, 45, 0, 1, 24, 220.20497886243464, 0.4033466692009398, 0.5555555555555556, 0.0
0.7275789428413679, 1.1282108047126513, 3, 0.417996744542004, 41, 39, 2, 3, 8, 351.907560764975, 0.428626567738071, 0.906832298136646, 0.41600000000000004
0.486595544322195, 0.8339274840422292, 8, 0.5377050727842303, 55, 50, 3, 1, 23, 1085.880362052372, 0.5420116873170499, 0.8797953964194374, 0.5401069518716577
0.8779108871220375, 0.9940003250649295, 7, 0.6002156783450919, 42, 41, 2, 1, 11, 788.8340461923434, 0.45032401742989747, 0.8666666666666667, 0.3743315508021391
0.802769801008475, 1.018466682779776, 7, 0.5163745013637921, 30, 11, 4, 3, 18, 1329.9388540019465, 0.648803832233176, 0.9015405224380442, 0.13773222293401666
0.8809946491471208, 1.078890910045379, 7, 0.4331615850093729, 38, 2, 3, 5, 26, 1431.6481059691832, 0.871623809193986, 0.8845315904139434, 0.44836956521739135
0.2578342576996391, 0.9371135095268291, 3, 0.47681536572779276, 31, 27, 1, 4, 15, 260.41680196352587, 0.6536007795598013, 0.9375, 0.23076923076923073
0.8231573202215661, 1.0927117177104433, 8, 0.5988448311442123, 32, 31, 1, 5, 33, 1117.0335817514556, 0.47032161130936456, 0.925, 0.31481481481481477
0.7391944660787158, 0.9411814286826242, 5, 0.6885805634674478, 88, 48, 2, 2, 7, 498.90827879320824, 0.449105536029744, 0.9407407407407408, 0.24852071005917165
0.4213169871823742, 0.9725797312603681, 3, 0.6220173854841617, 29, 8, 4, 1, 21, 571.5048540952977, 0.7845864865522885, 0.9132906894100924, 0.5136260408781226
0.5333814355253431, 1.128081680809896, 9, 0.41459163664698073, 89, 46, 1, 2, 25, 1023.514511446005, 0.46607006428057396, 0.7692307692307693, 0.1228070175438597
0.637953954073225, 1.0601277734881622, 8, 0.688793571954291, 74, 20, 0, 3, 43, 581.8098148972178, 0.5104234895296911, 0.9090909090909091, 0.23076923076923073
0.21878454289792026, 0.8326796601859908, 7, 0.564689283993987, 27, 26, 0, 0, 38, 261.9627555698655, 0.720388258470251, 0.9090909090909091, 0.4117647058823529
0.639899299796483, 1.1305088356863702, 9, 0.4166091074521854, 72, 34, 1, 2, 14, 1129.8339976396785, 0.446951924940618, 0.975, 0.44285714285714284
0.770258673353983, 1.082937966756006, 10, 0.47629593695183114, 75, 18, 0, 4, 40, 1269.694425447892, 0.4986772384804451, 0.8333333333333334, 0.16666666666666663
0.7055223824595347, 0.9707920109699216, 5, 0.4293886316399895, 51, 36, 3, 2, 42, 923.617095473452, 0.4896734616897909, 0.7915742793791575, 0.013812154696132617
0.7833482908526656, 0.8751637583674728, 7, 0.4241161713575427, 29, 18, 0, 4, 23, 251.20410150753167, 0.6285363784592997, 0.9090909090909091, 0.2857142857142857
0.6768363526131635, 1.1895153393245024, 9, 0.6736490164919184, 46, 37, 2, 3, 40, 1729.7542343111295, 0.47451527425467854, 0.8489208633093526, 0.07086614173228345
0.12300828906793698, 0.8377309330030596, 7, 0.6976135985399707, 64, 27, 1, 3, 10, 432.5650950830027, 0.8300388090237462, 0.8305084745762712, 0.05769230769230771
0.12611290183360468, 0.8516712094472295, 6, 0.5307840238805851, 6, 2, 3, 2, 38, 929.9282923758849, 0.9801598384570265, 0.9205298013245033, 0.15927419354838712
0.32949651334410524, 1.0809281913352198, 5, 0.580269735778859, 85, 36, 2, 0, 1, 637.141932311901, 0.6986134299732693, 0.7678571428571429, 0.5274725274725275
0.16938409561235934, 0.9620550893717132, 4, 0.608907334498761, 41, 21, 4, 2, 23, 771.7307596229167, 0.7141922842699723, 0.9402560455192034, 0.3893764434180138
0.1623978423620397, 1.0348285211735804, 2, 0.46508721540357156, 30, 32, 1, 3, 44, 294.60871587433184, 0.7584536046249358, 0.9428571428571428, 0.0
0.6949112804625132, 0.9743282047317112, 6, 0.5527726277631798, 74, 48, 4, 0, 40, 1283.1123053115266, 0.4415349193967631, 0.6785714285714286, 0.0024999999999999467
0.14808650312670935, 1.0006613323298852, 2, 0.5973598678929066, 48, 16, 2, 5, 26, 286.82789160392974, 0.8310197392171529, 0.9186991869918699, 0.3791208791208791
0.6386594244446451, 1.061061733393215, 4, 0.5252495031797352, 1, 40, 1, 1, 5, 373.2429179836091, 0.5024224939915608, 0.8205128205128205, 0.3191489361702128
0.48265332697187213, 1.0332437523308062, 4, 0.689812386996637, 19, 1, 0, 4, 31, 251.603870816643, 0.958667837793939, 0.825, 0.08333333333333337
0.4389566079920636, 1.1305181240164859, 4, 0.4453457003570859, 57, 42, 3, 4, 8, 609.2491839136374, 0.5199306317426865, 0.8460076045627376, 0.10821643286573146
0.4736465526687629, 0.8574887034800351, 6, 0.551708693512408, 54, 11, 2, 1, 8, 446.5858304595797, 0.6785332990491844, 0.9444444444444444, 0.5292307692307692
0.8279935408454983, 0.8253840938443489, 5, 0.6081920037072763, 17, 47, 4, 2, 42, 861.5999804240195, 0.41551900684681486, 0.8157051282051282, 0.034155597722960174
0.10671093998171549, 0.9771148364434403, 7, 0.5856013806553859, 54, 46, 1, 4, 9, 538.4416898955132, 0.7103220894599414, 0.7258064516129032, 0.15094339622641506
0.8077432061182612, 0.967774540238646, 8, 0.6442420667730981, 21, 9, 4, 2, 41, 1768.20357087631, 0.6630197742999192, 0.928219563687544, 0.21300715990453456
0.1213011981601845, 1.0521163350084972, 8, 0.4395255687464661, 46, 26, 2, 1, 15, 1157.294521569181, 0.8504544499218295, 0.8879310344827587, 0.4402173913043478
0.7647246596745033, 1.0055625166945836, 7, 0.42007832225094693, 82, 16, 4, 1, 17, 1323.8845661334406, 0.6105450173966492, 0.9273783587509078, 0.5474840538625089
0.6176200564406471, 0.8215223041975971, 8, 0.4456461034615293, 18, 34, 2, 2, 41, 917.3978854887134, 0.45524608191151805, 0.9858156028368794, 0.3876651982378855
0.432511917755916, 0.9456133695183678, 7, 0.5010540443047877, 43, 7, 1, 3, 25, 626.8611997139996, 0.79728568408157, 0.8846153846153846, 0.39473684210526316
0.6214529999827086, 1.1611669342979023, 8, 0.4766876322307244, 25, 46, 3, 4, 6, 1360.0652376409535, 0.45597743449107403, 0.6410891089108911, 0.0
0.6748083994037142, 1.0220488021797012, 4, 0.4812078096234855, 69, 17, 1, 1, 33, 440.60554564023033, 0.6165291821028093, 0.8409090909090909, 0.13953488372093026
0.8146963719439703, 0.8588880763925026, 3, 0.6844350407001543, 85, 10, 4, 4, 22, 499.71088067805647, 0.5465361270796626, 0.9869325997248969, 0.3647631695440461
0.8314936366512686, 1.0761568505199317, 10, 0.6584146045051875, 39, 47, 1, 3, 28, 995.9935378073965, 0.4096051521848878, 0.6724137931034483, 0.0
0.311088112186784, 1.0367513039356093, 8, 0.4287243014210786, 38, 23, 1, 1, 2, 824.516411729771, 0.7354911597024885, 0.8387096774193549, 0.543859649122807
0.773050153158868, 0.9681207319620064, 3, 0.43546579113223044, 32, 32, 1, 1, 42, 339.57986120551533, 0.5025288594096441, 0.8421052631578947, 0.3924050632911392
0.6197348776188593, 1.194771628555339, 6, 0.6369628239615223, 48, 32, 0, 4, 44, 697.3809973630321, 0.5715612062946311, 0.9, 0.09999999999999998
0.3428045181360411, 0.8910536140206663, 5, 0.5044357594655878, 68, 27, 3, 0, 2, 565.6007860208375, 0.6831042913134956, 0.815668202764977, 0.3938356164383562
0.839789022277793, 0.9785564562483641, 3, 0.675069744374369, 68, 44, 3, 2, 8, 438.5334520324027, 0.44407586477257266, 0.8465011286681715, 0.24395161290322576
0.643595103769178, 0.8270177428889364, 10, 0.4405370631326975, 49, 8, 2, 4, 13, 912.9886492683263, 0.6872821995004756, 0.957983193277311, 0.3006134969325154
0.16836931002521274, 0.972195566554843, 8, 0.5932670651104526, 97, 47, 0, 3, 15, 389.94236485657376, 0.7517839785414294, 0.9, 0.47058823529411764
0.14060963861284448, 0.8299048051738744, 2, 0.6719583540870309, 76, 28, 1, 4, 42, 223.92783443372696, 0.7470968425135333, 0.9714285714285714, 0.1282051282051282
0.627613359645243, 0.8750516643178063, 3, 0.40322206141343125, 59, 19, 4, 4, 18, 480.63890548354027, 0.4662320647836013, 0.983739837398374, 0.4254056193114365
0.5893659959478804, 0.9219307912722923, 7, 0.6612699272638793, 38, 37, 2, 4, 38, 836.8146824601639, 0.5030597326776692, 0.6148648648648649, 0.0
0.5493138844342897, 0.9302142341573618, 9, 0.4808952801868487, 87, 5, 2, 3, 24, 1032.190503902482, 0.7465911838474363, 0.9558823529411765, 0.5563139931740615
0.7993155482794067, 1.076254717699599, 3, 0.5211202337426086, 17, 36, 1, 3, 10, 326.7032571333151, 0.49314350320292466, 0.9142857142857143, 0.30434782608695654
0.49287355024497637, 0.8752469316381909, 4, 0.5620986355309187, 70, 46, 1, 2, 10, 276.10125645114323, 0.5355483673080523, 0.875, 0.2432432432432432
0.8150138589814974, 1.1683657996605206, 4, 0.47978092667120364, 28, 12, 4, 0, 7, 889.3200784894273, 0.635539343777126, 0.8978658536585366, 0.14513788098693758
0.42781908294889925, 0.953735171105366, 8, 0.6192759034388513, 62, 11, 1, 2, 43, 808.9515662350212, 0.7179735810332857, 0.8809523809523809, 0.07499999999999996
0.21560270710240712, 0.919166930363935, 8, 0.5512411361558691, 76, 15, 2, 4, 12, 829.1638478132368, 0.785321412356501, 0.9133858267716536, 0.15328467153284675
0.5566099415208382, 0.9933856786546136, 6, 0.45935222752833943, 64, 20, 3, 4, 32, 1118.9223437779922, 0.6378651435252687, 0.8307692307692308, 0.010471204188481686
0.16544225588546269, 1.1298633485775151, 6, 0.5905482190530793, 37, 36, 2, 3, 33, 1394.3340208604054, 0.7067856620337619, 0.9035087719298246, 0.2797202797202797
0.31277791038208413, 0.922591622695216, 5, 0.4125910152436559, 66, 33, 2, 3, 36, 729.9757710278064, 0.6659333149818429, 0.7596899224806202, 0.039215686274509776
0.8795466140035625, 0.9404969202260557, 6, 0.5152122275157974, 6, 32, 2, 0, 8, 651.1954921370717, 0.48048595983240033, 0.6989247311827957, 0.0
0.3331622206659991, 0.8223726229854557, 3, 0.48367626493267857, 50, 1, 1, 4, 11, 235.50561357402654, 0.9516523042166352, 1.0, 0.5555555555555556
0.6830455835325323, 1.1644692567842418, 10, 0.4768277580939333, 77, 31, 1, 4, 16, 1259.5054859532645, 0.4497316242191812, 0.9375, 0.18181818181818177
0.4276518362494043, 1.172098625202696, 8, 0.5686198035331544, 93, 10, 4, 1, 23, 2380.563432509662, 0.7399903500767259, 0.9399849962490623, 0.6095356808974759
0.5684355108690263, 1.0031396150146996, 4, 0.4739906418205927, 88, 6, 1, 3, 4, 312.7472010625378, 0.7751628826877094, 0.875, 0.4716981132075472
0.3848952127679629, 0.9389351098725842, 7, 0.661308447718719, 42, 5, 1, 4, 4, 526.7079791008309, 0.8891724272895348, 0.851063829787234, 0.18367346938775508
0.44328776151096183, 0.8228167041755616, 3, 0.40268932873593016, 48, 2, 2, 4, 40, 342.7808604103241, 0.8974074954548902, 0.9865771812080537, 0.44106463878326996
0.6029680010320223, 1.1412450111849737, 5, 0.5642226166880886, 37, 44, 1, 2, 1, 500.3854408240677, 0.5551505298263, 0.725, 0.34090909090909094
0.3813063590349096, 1.092410049379407, 4, 0.44234422205285645, 51, 6, 1, 3, 21, 351.7418415864064, 0.8535001567557696, 0.8867924528301887, 0.1607142857142857
0.8881585524886996, 1.1824838085822198, 4, 0.5582104813387792, 85, 26, 3, 4, 43, 1100.7495956621894, 0.4484674076171413, 0.973621103117506, 0.31879194630872487
0.697674369683193, 1.1999072090100118, 9, 0.5849783886941807, 63, 5, 0, 2, 19, 1060.9502981838084, 0.7833394010642905, 1.0, 0.2941176470588235
0.16572290606338153, 1.091462173765165, 3, 0.45013257070304347, 57, 7, 2, 1, 22, 441.75236366839414, 0.8970322484354653, 0.9154929577464789, 0.6578947368421053
0.46927990607763137, 0.869829030619932, 3, 0.6254730372517212, 91, 48, 2, 4, 17, 316.9504917557445, 0.4470352821561704, 0.8716216216216216, 0.1283783783783784
0.7791089365770757, 0.9937797748891848, 8, 0.4755806341087499, 71, 7, 1, 2, 38, 856.7450870613636, 0.6359972617843132, 1.0, 0.3833333333333333
0.7942414663089022, 0.8380037925417876, 3, 0.6504708875437, 6, 30, 1, 0, 22, 279.53530671873415, 0.4138114000501341, 0.8, 0.1428571428571429
0.3469230693619537, 0.8967859260844702, 6, 0.6464306380831825, 63, 49, 4, 4, 18, 938.1372776648993, 0.5061854608047055, 0.9217712177121771, 0.2444041137326074
0.7337545041333025, 0.8274966785750919, 6, 0.6131945746820612, 25, 18, 3, 1, 39, 809.7531737346541, 0.6146037767314876, 0.7898989898989899, 0.1698513800424628
0.5613010278328899, 1.0612647898892495, 10, 0.6484221653053444, 22, 19, 0, 4, 32, 496.05769292796606, 0.6268035813078219, 1.0, 0.30000000000000004
0.7153249422037776, 1.021332519068955, 8, 0.6884826876793135, 70, 4, 3, 1, 23, 1470.906232207425, 0.8457353933708193, 0.8574660633484162, 0.25246548323471396
0.8146919281680478, 0.9230216882101225, 4, 0.5433787677371759, 70, 33, 2, 1, 25, 439.2640335202439, 0.5515141102702628, 0.8888888888888888, 0.4035087719298246
0.5217864585976962, 1.014809717354792, 6, 0.5294042110478168, 33, 21, 2, 5, 42, 1045.2797991321222, 0.6674136610738625, 0.8392857142857143, 0.3426573426573427
0.10080509929656367, 0.822506863074517, 6, 0.5236076983296303, 74, 20, 3, 4, 7, 554.9747479927001, 0.7959725957440577, 0.9547169811320755, 0.42630385487528344
0.40460432491600706, 0.9278336081578797, 6, 0.6009617395419089, 67, 7, 2, 5, 43, 783.3402690467998, 0.7859626871806504, 0.8518518518518519, 0.3755656108597285
0.6731258733007383, 0.9522501215544666, 10, 0.4690890129437041, 18, 36, 2, 3, 40, 1244.4112085331012, 0.4863901736323705, 0.9636363636363636, 0.326271186440678
0.3049977499526569, 1.112790332627823, 9, 0.6321962228236724, 37, 12, 0, 2, 37, 1128.2472292865211, 0.9606774357869237, 0.7777777777777778, 0.0
0.6200725591868951, 1.0219727877524, 3, 0.4628874520202914, 27, 6, 2, 4, 17, 318.5896069380058, 0.7053373937060285, 0.9830508474576272, 0.29554655870445345
0.5158027753781392, 0.9686951562005256, 2, 0.6768487286067436, 60, 28, 2, 2, 6, 202.38696031970954, 0.5672380384121025, 0.875, 0.26315789473684215
0.8677383592189151, 1.039474817273425, 7, 0.5513693932019634, 92, 13, 0, 0, 23, 445.2588371496697, 0.5093239544874599, 0.8518518518518519, 0.11538461538461542
0.2815280584239963, 0.9476414119251453, 10, 0.6446906313582981, 79, 1, 2, 0, 12, 1251.9246147387412, 0.9867984889774427, 0.8411214953271028, 0.021739130434782594
0.4583888372477566, 0.8409235420569073, 7, 0.6949026849018399, 73, 14, 2, 1, 5, 555.4770468427897, 0.6418813512075123, 0.90625, 0.522633744855967
0.7790824259075139, 0.9462575360656914, 7, 0.4628005807691209, 81, 6, 3, 4, 31, 1284.489191318619, 0.6851223435145888, 0.9900990099009901, 0.3798449612403101
0.7379781763864409, 1.1057573174766147, 5, 0.6306201460771654, 4, 21, 2, 4, 37, 779.2162966518704, 0.5489875242859573, 0.9036144578313253, 0.07407407407407407
0.11675538364669978, 1.0764682547594016, 7, 0.55834771466041, 21, 1, 1, 3, 18, 641.3755406261572, 0.9927628834443092, 0.8571428571428571, 0.0
0.5077068448733816, 0.8457229259324535, 5, 0.4985418711137225, 29, 32, 2, 4, 15, 446.466474919148, 0.5099949994122214, 0.84375, 0.07954545454545459
0.8161856868782497, 0.9706854779056007, 9, 0.6740634277354935, 46, 40, 4, 1, 9, 1411.4594142544477, 0.4855836326282097, 0.8837689133425034, 0.29162072767364944
0.6704785630717638, 0.9096077429304772, 2, 0.6987279879493742, 87, 34, 2, 4, 18, 179.568951834677, 0.44293583666885716, 0.8928571428571429, 0.1869918699186992
0.5327826133217987, 0.8451040231911214, 8, 0.5840161444255716, 64, 24, 3, 5, 39, 1193.7500726930705, 0.5800878635809907, 0.7595505617977528, 0.29875518672199175
0.8897882484081862, 0.9188415676644806, 5, 0.41708030397881973, 99, 24, 2, 5, 39, 604.6492071344893, 0.4562424499252605, 0.9144736842105263, 0.3084577114427861
0.34276544753980753, 0.8447395119558441, 3, 0.6128130084292382, 80, 22, 3, 1, 25, 379.0322947327482, 0.6603276747909645, 0.894927536231884, 0.5647577092511014
0.512350419257044, 0.912473600013263, 3, 0.5224927233055939, 19, 42, 1, 1, 28, 299.46412690633707, 0.5741856801257343, 0.9444444444444444, 0.5405405405405406
0.6263492354492021, 1.1410972159663633, 6, 0.6946180790152612, 84, 15, 0, 2, 27, 156.14136899639385, 0.6182401909957299, 0.3333333333333333, 0.0
0.4731278828366252, 1.1394656331014947, 5, 0.6364572773451642, 1, 9, 0, 0, 30, 379.9356785799094, 0.724221502210171, 0.875, 0.5625
0.15621207478065582, 0.9040149607842833, 2, 0.423745629685928, 30, 31, 2, 2, 35, 239.2624005281629, 0.7563340349684329, 0.625, 0.011627906976744207
0.25797233820209187, 0.8538944804717269, 9, 0.6931385611293546, 54, 4, 1, 3, 17, 589.75481114171, 0.93889241880767, 0.864406779661017, 0.0
0.7684869220835164, 1.1874807849529014, 8, 0.4831275738395994, 51, 10, 1, 1, 25, 1148.3740771135301, 0.669583913413022, 0.8444444444444444, 0.15555555555555556
0.5141765534589586, 0.8777116740731611, 7, 0.5655946461565524, 85, 37, 2, 1, 30, 630.7708660601953, 0.502900175601274, 0.7417218543046358, 0.0
0.2452835446451127, 0.9657895705570585, 3, 0.5686919492912698, 46, 46, 1, 3, 16, 288.7602316331779, 0.6118009530849218, 0.9534883720930233, 0.2807017543859649
0.7830027431755755, 0.8952649062305494, 3, 0.5950784693581541, 86, 5, 2, 4, 7, 288.4210368259682, 0.6878739435342106, 0.9483870967741935, 0.4473684210526315
0.7668573784863902, 1.057604208495157, 7, 0.6876926854689049, 63, 50, 3, 2, 32, 1459.6705343813226, 0.4427490633926164, 0.8985507246376812, 0.17699115044247793
0.5119282044574658, 1.0227651377363682, 9, 0.427455009527945, 76, 5, 3, 2, 37, 1688.680114849032, 0.7701367695730074, 0.9375, 0.4983818770226537
0.4388799018233053, 0.8242700368281871, 7, 0.5717360986609871, 46, 40, 1, 3, 8, 482.8077174061867, 0.5570483895293642, 0.5957446808510638, 0.03448275862068961
0.3100023717687602, 0.8849442816779496, 6, 0.6615048250468418, 22, 26, 2, 1, 22, 637.3608791822455, 0.7150294213676086, 0.8512396694214877, 0.15573770491803274
0.38372136981428573, 1.1221445330747002, 4, 0.40985078652359697, 99, 27, 1, 3, 43, 727.5222793390633, 0.5331875813883922, 0.9666666666666667, 0.21621621621621623
0.6984281978827822, 1.0164901916473492, 7, 0.5022741948196472, 31, 48, 3, 3, 12, 1071.3703921015413, 0.4188567260623597, 0.9402298850574713, 0.3102866779089376
0.5288026583904026, 1.0843707192017478, 4, 0.5981531159770274, 76, 16, 1, 0, 7, 353.5324828242808, 0.8238671293189854, 0.625, 0.0
0.8079109116479851, 1.047260749498074, 4, 0.4299271760630646, 14, 35, 1, 3, 5, 335.97439676580467, 0.4407090859022998, 0.6551724137931034, 0.02564102564102566
0.8212918163555757, 0.8543012313993914, 8, 0.6448457051402366, 39, 12, 2, 1, 24, 1025.174623722003, 0.6811544642759313, 0.8350515463917526, 0.0
